dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_split_id,meta_make_undirected,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights,diag_gate_mean,diag_gate_std,diag_gate_q25,diag_gate_median,diag_gate_q75,diag_gate_gt_0_5,diag_gate_min,diag_gate_max,diag_gate_features,diag_structure_norm,diag_ego_norm,diag_residual_norm,diag_selector_mean,diag_selector_std,diag_selector_q25,diag_selector_median,diag_selector_q75,diag_selector_gt_0_5,diag_selector_features,diag_adaptive_hidden_norm,diag_esep_minus_self_norm,diag_blend_weight,diag_self_logit_norm,diag_esep_logit_norm,diag_logit_gap_norm
chameleon,linkx,0,1.0,0.6282578706741333,0.5921052694320679,0.010043429210782,1.357050538063049,1.311004877090454,162,17.46854329109192,geom_gcn,chameleon,0,True,2277,31371,0.2299257275827994,,,,,,,,,,,,,,,,,,,,,,,,,,
chameleon,h2gcn,0,0.9935897588729858,0.6652949452400208,0.6513158082962036,0.0750572308897972,1.0242128372192385,1.0969489812850952,169,27.577723026275635,geom_gcn,chameleon,0,True,2277,31371,0.2299257275827994,,,,,,,,,,,,,,,,,,,,,,,,,,
chameleon,harp,0,0.982600748538971,0.5953360795974731,0.5482456088066101,0.0642395466566085,1.6061681509017944,1.71348774433136,30,20.995789289474487,geom_gcn,chameleon,0,True,2277,31371,0.2299257275827994,"{'low': [0.32374054193496704, 0.23508912324905396, 0.2229299545288086, 0.2182403802871704], 'high': [0.4535214304924011, 0.2591312825679779, 0.28734731674194336]}",0.4717015027999878,0.1806112974882125,0.3376090824604034,0.4477965831756592,0.5846980810165405,0.3904465734958648,0.1276620477437973,0.999278962612152,64.0,,,,,,,,,,,,,,,,
chameleon,harp_x,0,0.8672161102294922,0.5816186666488647,0.5855262875556946,0.466661125421524,1.176357388496399,1.1488161087036133,9,21.709272146224976,geom_gcn,chameleon,0,True,2277,31371,0.2299257275827994,"{'low': [0.27121540904045105, 0.24650906026363373, 0.24103687703609467, 0.24123863875865936], 'high': [0.35605910420417786, 0.32107359170913696, 0.3228672444820404]}",0.2063353359699249,0.0269353836774826,0.1964185237884521,0.1998158693313598,0.2075023651123047,0.0009332455229014,0.0757854431867599,0.8567197322845459,64.0,,,,,,,,,,,,,,,,
chameleon,linkx,1,1.0,0.5953360795974731,0.5964912176132202,0.0101867457851767,1.593969225883484,1.3273478746414185,160,16.07430624961853,geom_gcn,chameleon,1,True,2277,31371,0.2299257275827994,,,,,,,,,,,,,,,,,,,,,,,,,,
chameleon,h2gcn,1,0.9899267554283142,0.6351165771484375,0.6513158082962036,0.0686558783054351,1.1935336589813232,1.135989546775818,217,28.469979286193848,geom_gcn,chameleon,1,True,2277,31371,0.2299257275827994,,,,,,,,,,,,,,,,,,,,,,,,,,
chameleon,harp,1,0.9221611618995668,0.5377228856086731,0.5592105388641357,0.3446439206600189,1.2072516679763794,1.1011730432510376,15,15.029633522033691,geom_gcn,chameleon,1,True,2277,31371,0.2299257275827994,"{'low': [0.28898265957832336, 0.2451462745666504, 0.23410743474960327, 0.23176372051239014], 'high': [0.3910942077636719, 0.30394014716148376, 0.30496564507484436]}",0.3578519821166992,0.1906638592481613,0.2280241549015045,0.2789483070373535,0.4131079614162445,0.1811868697404861,0.1048872917890548,0.9991076588630676,64.0,,,,,,,,,,,,,,,,
chameleon,harp_x,1,0.9990842342376708,0.5555555820465088,0.5526315569877625,0.0045913294889032,3.5729875564575195,3.229840040206909,79,36.835936069488525,geom_gcn,chameleon,1,True,2277,31371,0.2299257275827994,"{'low': [0.38351261615753174, 0.23890595138072968, 0.20141996443271637, 0.176161527633667], 'high': [0.4921318590641022, 0.17438681423664093, 0.3334813416004181]}",0.348190426826477,0.0744644403457641,0.3047046661376953,0.3293580710887909,0.3814269006252289,0.0407402850687503,0.1095586866140365,0.9483569264411926,64.0,,,,,,,,,,,,,,,,
squirrel,linkx,0,0.9975961446762084,0.4651442170143127,0.4812680184841156,0.0355525948107242,1.6205891370773315,1.51972758769989,241,53.943556785583496,geom_gcn,squirrel,0,True,5201,198353,0.2221342757608909,,,,,,,,,,,,,,,,,,,,,,,,,,
squirrel,h2gcn,0,0.9527243375778198,0.453125,0.4428434073925018,0.3361404240131378,1.3605386018753052,1.321982502937317,117,85.5806827545166,geom_gcn,squirrel,0,True,5201,198353,0.2221342757608909,,,,,,,,,,,,,,,,,,,,,,,,,,
