dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_split_id,meta_make_undirected,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights,diag_gate_mean,diag_gate_std,diag_gate_q25,diag_gate_median,diag_gate_q75,diag_gate_gt_0_5,diag_gate_min,diag_gate_max,diag_gate_features,selector_z,selector_val_size,selector_val_diff,selector_standard_error,selector_threshold,selector_selected_model,selector_oracle_regret,diag_ego_norm,diag_residual_norm
texas,mlp,0,1.0,0.8305084705352783,0.7567567825317383,0.0003960932954214,0.7075753211975098,0.7390382885932922,112,0.3047325611114502,geom_gcn,texas,0,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,0,0.6781609058380127,0.6440678238868713,0.6756756901741028,0.848031222820282,1.1709072589874268,1.2145428657531738,6,0.1400339603424072,geom_gcn,texas,0,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,0,1.0,0.6440678238868713,0.6216216087341309,0.0636012330651283,1.5161142349243164,1.809840440750122,250,0.8089039325714111,geom_gcn,texas,0,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,0,0.8160919547080994,0.6779661178588867,0.6486486196517944,0.5434865355491638,1.3016369342803955,1.512226939201355,19,0.4397153854370117,geom_gcn,texas,0,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,0,1.0,0.8813559412956238,0.837837815284729,0.0005360406939871,0.4267846345901489,0.7660982608795166,121,2.613982677459717,geom_gcn,texas,0,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,0,1.0,0.8305084705352783,0.7837837934494019,0.0009356989758089,0.7580148577690125,0.9800915122032166,143,1.3610291481018066,geom_gcn,texas,0,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,0,1.0,0.8135592937469482,0.8108108043670654,0.0212389715015888,0.7887572646141052,0.8865797519683838,14,0.4673240184783935,geom_gcn,texas,0,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,1,1.0,0.8305084705352783,0.7837837934494019,0.0098851891234517,0.9973894357681274,0.7740411758422852,41,0.456773042678833,geom_gcn,texas,1,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,1,0.7126436829566956,0.5762711763381958,0.5675675868988037,0.8355708718299866,1.322062373161316,1.168150544166565,6,0.2982783317565918,geom_gcn,texas,1,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,1,0.8045976758003235,0.5762711763381958,0.5675675868988037,0.5993428826332092,1.446784734725952,1.3785040378570557,9,0.3874437808990478,geom_gcn,texas,1,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,1,0.6666666865348816,0.5932203531265259,0.5675675868988037,1.0816036462783811,1.5292541980743408,1.2189093828201294,5,0.4427850246429443,geom_gcn,texas,1,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,1,1.0,0.9152542352676392,0.8648648858070374,0.0003273300535511,0.5081378221511841,1.0487501621246338,247,3.552375555038452,geom_gcn,texas,1,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,1,1.0,0.7796609997749329,0.837837815284729,0.0011596664553508,1.7329667806625366,0.8592660427093506,237,1.72617769241333,geom_gcn,texas,1,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,1,0.9655172228813172,0.8305084705352783,0.8108108043670654,0.0952953472733497,0.7548081278800964,0.645989179611206,13,0.4293582439422607,geom_gcn,texas,1,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,2,1.0,0.8813559412956238,0.8108108043670654,0.003401820315048,0.4353581964969635,1.2386444807052612,77,0.644097089767456,geom_gcn,texas,2,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,2,0.7356321811676025,0.5762711763381958,0.5135135054588318,0.7473093867301941,1.0904420614242554,1.664466381072998,6,0.3326306343078613,geom_gcn,texas,2,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,2,0.7356321811676025,0.5593220591545105,0.4594594538211822,0.7629035711288452,1.1778656244277954,1.6752595901489258,5,0.4214959144592285,geom_gcn,texas,2,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,2,0.6896551847457886,0.5932203531265259,0.4864864945411682,1.0245455503463743,1.200778841972351,1.4926881790161133,6,0.4749634265899658,geom_gcn,texas,2,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,2,1.0,0.9152542352676392,0.837837815284729,0.0003492743417154,0.3344366550445556,1.6143863201141355,134,2.7996811866760254,geom_gcn,texas,2,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,2,1.0,0.8813559412956238,0.7027027010917664,0.0014848731225356,0.5739038586616516,1.7974494695663452,197,1.6851050853729248,geom_gcn,texas,2,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,2,1.0,0.8813559412956238,0.7837837934494019,0.0002011571486946,0.9059998393058776,2.3004419803619385,39,0.5654735565185547,geom_gcn,texas,2,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,3,0.988505721092224,0.8813559412956238,0.8108108043670654,0.0811362788081169,0.4010362923145294,0.4008699357509613,13,0.3362579345703125,geom_gcn,texas,3,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,3,0.931034505367279,0.5762711763381958,0.4864864945411682,0.2188601195812225,1.5949090719223022,2.169940233230591,52,0.5535566806793213,geom_gcn,texas,3,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,3,0.6206896305084229,0.5423728823661804,0.5945945978164673,1.070478916168213,1.249804139137268,1.20014750957489,3,0.3642871379852295,geom_gcn,texas,3,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,3,0.8160919547080994,0.5762711763381958,0.4864864945411682,0.5622147917747498,1.6531190872192385,2.1190192699432373,51,0.7438168525695801,geom_gcn,texas,3,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,3,1.0,0.8813559412956238,0.8648648858070374,0.0062274718657135,0.4846563935279846,0.4995859563350677,15,1.0732641220092771,geom_gcn,texas,3,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,3,1.0,0.8644067645072937,0.7837837934494019,0.0012735367054119,0.6587657332420349,0.8189064860343933,99,1.0546658039093018,geom_gcn,texas,3,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,3,0.988505721092224,0.8983050584793091,0.8918918967247009,0.1014403849840164,0.4444905817508697,0.3539320826530456,11,0.4164848327636719,geom_gcn,texas,3,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,4,1.0,0.8983050584793091,0.7837837934494019,0.0012279754737392,0.3198459446430206,0.7195346355438232,80,0.6233904361724854,geom_gcn,texas,4,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,4,0.6666666865348816,0.6440678238868713,0.4864864945411682,0.8601786494255066,1.1797735691070557,1.4520279169082642,6,0.3247668743133545,geom_gcn,texas,4,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,4,0.5862069129943848,0.6271186470985413,0.5675675868988037,0.9710001349449158,1.2676910161972046,1.493636131286621,4,0.3536162376403808,geom_gcn,texas,4,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,4,0.8160919547080994,0.6610169410705566,0.5135135054588318,0.6023398041725159,1.1746416091918943,1.5661453008651731,15,0.4886176586151123,geom_gcn,texas,4,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,4,1.0,0.9322034120559692,0.9189189076423644,0.0005054285284131,0.2147241085767746,0.4785327911376953,152,3.013939142227173,geom_gcn,texas,4,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,4,1.0,0.7796609997749329,0.7567567825317383,0.0008792163571342,0.8996935486793518,1.3362503051757812,190,1.7185330390930176,geom_gcn,texas,4,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,4,0.988505721092224,0.8983050584793091,0.837837815284729,0.0492856539785862,0.3581367135047912,0.4112798571586609,17,0.4605207443237304,geom_gcn,texas,4,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,5,1.0,0.8813559412956238,0.7837837934494019,0.0024008534383028,0.5119620561599731,0.6865935325622559,42,0.4602158069610595,geom_gcn,texas,5,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,5,0.517241358757019,0.5932203531265259,0.5675675868988037,1.2566893100738523,1.2822660207748413,1.2456986904144287,2,0.2859718799591064,geom_gcn,texas,5,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,5,0.517241358757019,0.5932203531265259,0.5675675868988037,1.3304715156555176,1.349116325378418,1.31576669216156,1,0.3529319763183594,geom_gcn,texas,5,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,5,0.5517241358757019,0.5932203531265259,0.5675675868988037,1.1957210302352903,1.2490203380584717,1.203006386756897,4,0.448601484298706,geom_gcn,texas,5,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,5,1.0,0.9491525292396544,0.8108108043670654,0.0003601703210733,0.3337082862854004,0.3947609066963196,159,3.106344699859619,geom_gcn,texas,5,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,5,1.0,0.8474576473236084,0.837837815284729,0.0004554177285172,0.7687432169914246,0.6121559143066406,224,1.705613136291504,geom_gcn,texas,5,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,5,0.977011501789093,0.8983050584793091,0.7837837934494019,0.1103773042559623,0.3978628516197204,0.6355492472648621,12,0.4311957359313965,geom_gcn,texas,5,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,6,1.0,0.8474576473236084,0.8108108043670654,0.0057963281869888,0.8764091730117798,0.5550504326820374,51,0.5193445682525635,geom_gcn,texas,6,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,6,0.7126436829566956,0.6271186470985413,0.5405405163764954,0.939815104007721,1.1810768842697144,1.3343544006347656,4,0.3155825138092041,geom_gcn,texas,6,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,6,0.7126436829566956,0.6440678238868713,0.5405405163764954,0.9058733582496644,1.183000087738037,1.2863919734954834,4,0.3701648712158203,geom_gcn,texas,6,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,6,0.6666666865348816,0.6271186470985413,0.5135135054588318,0.9154642224311828,1.1810811758041382,1.3069641590118408,9,0.5026495456695557,geom_gcn,texas,6,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,6,1.0,0.8813559412956238,0.9189189076423644,0.0006483048782683,0.6239122152328491,0.3420984148979187,105,2.333507776260376,geom_gcn,texas,6,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,6,1.0,0.8813559412956238,0.7837837934494019,0.0015091851819306,0.4032304584980011,0.880003035068512,236,1.698812484741211,geom_gcn,texas,6,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,6,1.0,0.8644067645072937,0.7837837934494019,0.0016914154402911,0.9650307297706604,0.7720656991004944,68,0.7300326824188232,geom_gcn,texas,6,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,7,1.0,0.8644067645072937,0.6756756901741028,0.0152112646028399,0.3705487847328186,1.0241538286209106,16,0.3312225341796875,geom_gcn,texas,7,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,7,0.6551724076271057,0.6440678238868713,0.6486486196517944,1.089280366897583,1.2436319589614868,1.293903112411499,3,0.2950770854949951,geom_gcn,texas,7,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,7,0.5977011322975159,0.6610169410705566,0.5945945978164673,1.0757713317871094,1.1826977729797363,1.2808384895324707,3,0.351879358291626,geom_gcn,texas,7,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,7,0.6436781883239746,0.6610169410705566,0.5945945978164673,1.1487425565719604,1.2285372018814087,1.3617862462997437,4,0.422809362411499,geom_gcn,texas,7,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,7,1.0,0.9322034120559692,0.7837837934494019,8.353948942385614e-05,0.3577175736427307,1.0179976224899292,37,1.349390745162964,geom_gcn,texas,7,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,7,1.0,0.8983050584793091,0.7837837934494019,0.0005748349358327,0.3256223499774933,0.8499991297721863,235,1.8865537643432613,geom_gcn,texas,7,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,7,1.0,0.8644067645072937,0.7027027010917664,7.447654206771404e-05,0.8486994504928589,1.3907110691070557,61,0.8041961193084717,geom_gcn,texas,7,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,8,1.0,0.8474576473236084,0.7567567825317383,0.0243024416267871,0.3702706098556518,0.9884174466133118,25,0.4349355697631836,geom_gcn,texas,8,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,8,0.7356321811676025,0.508474588394165,0.6486486196517944,0.753600537776947,1.1969385147094729,1.2138538360595703,7,0.3809411525726318,geom_gcn,texas,8,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,8,0.8275862336158752,0.4915254116058349,0.6486486196517944,0.643663763999939,1.2792184352874756,1.2811650037765503,9,0.4450700283050537,geom_gcn,texas,8,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,8,0.7586206793785095,0.5254237055778503,0.5675675868988037,0.8281108736991882,1.305398941040039,1.4161375761032104,11,0.5117852687835693,geom_gcn,texas,8,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,8,1.0,0.9152542352676392,0.8108108043670654,0.0008169218781404,0.2800284028053283,1.3986421823501587,59,1.812762260437012,geom_gcn,texas,8,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,8,1.0,0.7796609997749329,0.8108108043670654,0.0004781741008628,0.9481208324432372,1.117663025856018,249,1.8257825374603271,geom_gcn,texas,8,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,8,1.0,0.9322034120559692,0.8108108043670654,0.0015921335434541,0.269250214099884,0.928951382637024,75,0.8529307842254639,geom_gcn,texas,8,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mlp,9,1.0,0.7796609997749329,0.8108108043670654,0.0020510747563093,0.5649908781051636,0.6800692081451416,59,0.6163630485534668,geom_gcn,texas,9,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gcn,9,1.0,0.5423728823661804,0.6216216087341309,0.0453359112143516,2.586998701095581,2.2997450828552246,108,0.8294565677642822,geom_gcn,texas,9,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,sgc,9,0.8275862336158752,0.5254237055778503,0.6216216087341309,0.6378312110900879,1.4308820962905884,1.175655961036682,9,0.3875746726989746,geom_gcn,texas,9,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,appnp,9,0.7931034564971924,0.5254237055778503,0.6486486196517944,0.6913373470306396,1.519197702407837,1.0979220867156982,14,0.54317307472229,geom_gcn,texas,9,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,mixhop,9,1.0,0.8305084705352783,0.8108108043670654,0.0004239634727127,0.877233624458313,0.7693864703178406,30,1.462017059326172,geom_gcn,texas,9,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,gprgnn,9,1.0,0.8135592937469482,0.8108108043670654,0.0008907079463824,0.7856561541557312,0.7322039008140564,195,1.855395793914795,geom_gcn,texas,9,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
texas,linkx,9,0.988505721092224,0.8305084705352783,0.8648648858070374,0.0279776398092508,0.7183215618133545,0.7342535257339478,21,0.5507793426513672,geom_gcn,texas,9,True,183,279,0.060931899641577,,,,,,,,,,,,,,,,,,,
wisconsin,mlp,0,0.9833333492279052,0.887499988079071,0.7843137383460999,0.0828581824898719,0.4291914403438568,0.974145770072937,12,0.4276642799377441,geom_gcn,wisconsin,0,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,gcn,0,0.9333333373069764,0.625,0.5686274766921997,0.1965493261814117,1.5671272277832031,2.454176425933838,74,0.8311474323272705,geom_gcn,wisconsin,0,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,sgc,0,0.9666666388511658,0.625,0.5098039507865906,0.1925972253084182,1.3840115070343018,2.169663190841675,73,1.0440809726715088,geom_gcn,wisconsin,0,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,appnp,0,0.7833333611488342,0.612500011920929,0.5098039507865906,0.6468769907951355,1.0920661687850952,1.406571626663208,14,0.6130356788635254,geom_gcn,wisconsin,0,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,mixhop,0,1.0,0.8999999761581421,0.8039215803146362,0.00100056710653,0.4159561991691589,1.3263559341430664,66,2.44242262840271,geom_gcn,wisconsin,0,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,gprgnn,0,1.0,0.862500011920929,0.7058823704719543,0.0024459639098495,0.598427414894104,1.2715145349502563,139,1.8882725238800049,geom_gcn,wisconsin,0,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,linkx,0,1.0,0.887499988079071,0.7647058963775635,0.0010282426374033,0.72123122215271,1.7342134714126587,54,1.1676740646362305,geom_gcn,wisconsin,0,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,mlp,1,1.0,0.824999988079071,0.8627451062202454,0.0087322853505611,1.248358964920044,0.906391441822052,37,0.7126510143280029,geom_gcn,wisconsin,1,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,gcn,1,0.8583333492279053,0.6000000238418579,0.4901960790157318,0.409720778465271,1.5763875246047974,1.5080236196517944,17,0.6614584922790527,geom_gcn,wisconsin,1,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,sgc,1,0.8500000238418579,0.574999988079071,0.5098039507865906,0.428100973367691,1.7049843072891235,1.4093323945999146,18,0.6692321300506592,geom_gcn,wisconsin,1,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,appnp,1,0.925000011920929,0.625,0.5490196347236633,0.3022639155387878,1.767733812332153,1.524691820144653,32,0.8420898914337158,geom_gcn,wisconsin,1,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,mixhop,1,1.0,0.8374999761581421,0.8627451062202454,0.000476108136354,1.0762016773223877,0.6803297400474548,93,3.071167230606079,geom_gcn,wisconsin,1,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,gprgnn,1,1.0,0.8125,0.7450980544090271,0.0030914915259927,1.216618895530701,1.141059160232544,67,1.214083194732666,geom_gcn,wisconsin,1,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,linkx,1,0.9833333492279052,0.8125,0.8823529481887817,0.0430913791060447,1.2374632358551023,0.8940265774726868,15,0.7629625797271729,geom_gcn,wisconsin,1,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,mlp,2,0.975000023841858,0.875,0.8823529481887817,0.0926055237650871,0.4502564072608948,0.4099614322185516,10,0.4075448513031006,geom_gcn,wisconsin,2,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,gcn,2,0.7583333253860474,0.6000000238418579,0.5098039507865906,0.6031038761138916,1.2731974124908447,1.468446135520935,10,0.4160480499267578,geom_gcn,wisconsin,2,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,sgc,2,0.7250000238418579,0.5874999761581421,0.5490196347236633,0.6462835073471069,1.2415874004364014,1.4064126014709473,11,0.5536439418792725,geom_gcn,wisconsin,2,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
wisconsin,appnp,2,0.7666666507720947,0.625,0.5686274766921997,0.6816574335098267,1.1919887065887451,1.270998477935791,16,0.6660606861114502,geom_gcn,wisconsin,2,True,251,450,0.1777777777777777,,,,,,,,,,,,,,,,,,,
