dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_target_homophily,meta_p_in,meta_p_out,meta_seed,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights
smoke_h030,mlp,0,0.8888888955116272,0.6111111044883728,0.48148149251937866,0.45083242654800415,0.9113675355911255,0.9997285008430481,20,0.012525796890258789,synthetic,0.3,0.04067796610169491,0.04666666666666666,0,180,721,0.3079056865464632,
smoke_h030,gcn,0,0.5555555820465088,0.4444444477558136,0.3611111044883728,1.0386695861816406,1.0924839973449707,1.0898734331130981,8,0.01201176643371582,synthetic,0.3,0.04067796610169491,0.04666666666666666,0,180,721,0.3079056865464632,
smoke_h030,harp,0,1.0,0.4166666567325592,0.5277777910232544,0.11211156845092773,1.3834720849990845,1.2319669723510742,17,0.03603935241699219,synthetic,0.3,0.04067796610169491,0.04666666666666666,0,180,721,0.3079056865464632,"{'low': [0.2871709167957306, 0.2424318492412567, 0.23778212070465088, 0.23261506855487823], 'high': [0.3737301826477051, 0.3077341318130493, 0.3185356557369232]}"
