dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_num_nodes,meta_num_edges,meta_edge_homophily
pubmed,gcn_hidden16,0,0.3499999940395355,0.19599999487400055,0.3050000071525574,1.0803018808364868,1.0986120700836182,1.098649024963379,5,9.441425561904907,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_hidden16_bias,0,0.3333333432674408,0.19599999487400055,0.40700000524520874,49.82419204711914,1.0984731912612915,1.1294294595718384,1,9.595368385314941,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_drop0,0,0.3499999940395355,0.19599999487400055,0.41200000047683716,1.0803018808364868,1.098611831665039,1.097755789756775,1,12.888616561889648,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_drop0_lowwd,0,0.3499999940395355,0.19599999487400055,0.4169999957084656,1.0803018808364868,1.0986109972000122,1.09768807888031,1,12.630056858062744,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_drop0_bias_lowwd,0,0.3499999940395355,0.1940000057220459,0.41499999165534973,1.0803018808364868,1.098663330078125,1.1049543619155884,1,12.92077922821045,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_drop0_lowlr,0,0.3499999940395355,0.19599999487400055,0.421999990940094,1.0803018808364868,1.0986113548278809,1.0981651544570923,1,12.954021453857422,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,appnp_drop0_lowlr,0,0.8333333134651184,0.5,0.4749999940395355,1.807132538305438e+28,1.090622901916504,157532370763776.0,79,26.184539079666138,planetoid,pubmed,19717,44324,0.8023869686851367
