dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_split_id,meta_make_undirected,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights,diag_gate_mean,diag_gate_std,diag_gate_q25,diag_gate_median,diag_gate_q75,diag_gate_gt_0_5,diag_gate_min,diag_gate_max,diag_gate_features,diag_ego_norm,diag_residual_norm
actor,harp_esep,0,0.5485197305679321,0.3762335479259491,0.36907893419265747,1.1249407529830933,1.4020599126815796,1.4159741401672363,15,12.855913162231445,geom_gcn,actor,0,True,7600,26659,0.21673731197719345,"{'low': [0.37042486667633057, 0.31403017044067383, 0.315544992685318], 'high': [0.5390403270721436, 0.46095970273017883]}",0.2872631847858429,0.01894477941095829,0.2812408208847046,0.2866598963737488,0.2948058247566223,4.1118419176200405e-06,0.014809397980570793,0.6168686747550964,64.0,0.830289900302887,0.49518999457359314
actor,harp_esep,1,0.5485197305679321,0.36800986528396606,0.3460526168346405,1.1230138540267944,1.400488257408142,1.4097822904586792,16,14.25286602973938,geom_gcn,actor,1,True,7600,26659,0.21673731197719345,"{'low': [0.358750581741333, 0.32283079624176025, 0.3184186816215515], 'high': [0.5256391763687134, 0.4743608832359314]}",0.28811636567115784,0.018893660977482796,0.28082311153411865,0.2875082492828369,0.2957708239555359,1.8503289538784884e-05,0.010849707759916782,0.8311033844947815,64.0,0.773344874382019,0.4523194134235382
actor,harp_esep,2,0.5208333134651184,0.3774670958518982,0.3703947365283966,1.187004804611206,1.386249303817749,1.3873226642608643,11,13.348610401153564,geom_gcn,actor,2,True,7600,26659,0.21673731197719345,"{'low': [0.3528428375720978, 0.3280578553676605, 0.3190992474555969], 'high': [0.5175871849060059, 0.48241281509399414]}",0.27932432293891907,0.007826016284525394,0.27518361806869507,0.2799839973449707,0.2848796248435974,0.0,0.1790153831243515,0.335395872592926,64.0,0.7574825286865234,0.43219852447509766
actor,harp_esep,3,0.5671600699424744,0.375,0.3486842215061188,1.1159818172454834,1.4051593542099,1.4235706329345703,17,14.763183832168579,geom_gcn,actor,3,True,7600,26659,0.21673731197719345,"{'low': [0.37565717101097107, 0.3136630952358246, 0.31067973375320435], 'high': [0.5480042099952698, 0.45199576020240784]}",0.29140180349349976,0.026376929134130478,0.2801241874694824,0.29233917593955994,0.3000747561454773,2.2615131456404924e-05,0.001564065576530993,0.8764320611953735,64.0,0.8627492785453796,0.5349752902984619
actor,harp_esep,4,0.5293311476707458,0.3725329041481018,0.3506578803062439,1.1800942420959473,1.4040814638137817,1.4121941328048706,10,13.712129592895508,geom_gcn,actor,4,True,7600,26659,0.21673731197719345,"{'low': [0.3564172089099884, 0.32472336292266846, 0.3188595175743103], 'high': [0.5206905007362366, 0.4793094992637634]}",0.27984023094177246,0.007246397901326418,0.276009738445282,0.28119415044784546,0.28503692150115967,0.0,0.21794642508029938,0.3592560887336731,64.0,0.6877554655075073,0.3844888210296631
actor,harp_esep,5,0.5515350699424744,0.3852795958518982,0.3592105209827423,1.1342835426330566,1.390487790107727,1.3993730545043945,15,13.94502592086792,geom_gcn,actor,5,True,7600,26659,0.21673731197719345,"{'low': [0.37126386165618896, 0.31184425950050354, 0.3168919086456299], 'high': [0.5472505688667297, 0.45274943113327026]}",0.2904770076274872,0.02627820521593094,0.2796087861061096,0.2897876799106598,0.29956066608428955,2.6726973374024965e-05,0.00392238749191165,0.719134509563446,64.0,0.7723740935325623,0.45229896903038025
actor,harp_esep,6,0.5709978342056274,0.3712993562221527,0.34013158082962036,1.098789930343628,1.3916552066802979,1.4181119203567505,17,14.262178182601929,geom_gcn,actor,6,True,7600,26659,0.21673731197719345,"{'low': [0.37397146224975586, 0.3184252977371216, 0.30760321021080017], 'high': [0.5329701900482178, 0.46702978014945984]}",0.2897595465183258,0.014079337008297443,0.2819315195083618,0.2908176779747009,0.2984069287776947,4.1118419176200405e-06,0.10497652739286423,0.5931176543235779,64.0,0.8175728917121887,0.4667190611362457
actor,harp_esep,7,0.5487938523292542,0.36389803886413574,0.36052632331848145,1.1169896125793457,1.4131571054458618,1.4053122997283936,16,13.859350681304932,geom_gcn,actor,7,True,7600,26659,0.21673731197719345,"{'low': [0.3663393259048462, 0.32013246417045593, 0.3135281503200531], 'high': [0.5301417708396912, 0.4698582887649536]}",0.28257447481155396,0.008165075443685055,0.2769303023815155,0.28262564539909363,0.28844723105430603,0.0,0.2185153216123581,0.3466797173023224,64.0,0.7881240844726562,0.4369041621685028
actor,harp_esep,8,0.6518640518188477,0.3630756437778473,0.348026305437088,0.9419376254081726,1.4873818159103394,1.5041794776916504,32,16.99433469772339,geom_gcn,actor,8,True,7600,26659,0.21673731197719345,"{'low': [0.38323765993118286, 0.2937833070755005, 0.32297903299331665], 'high': [0.6024560928344727, 0.39754393696784973]}",0.31835073232650757,0.048406217247247696,0.2910281717777252,0.3095558285713196,0.3378139138221741,0.006165707018226385,0.0026701486203819513,0.9983392953872681,64.0,0.858034074306488,0.48886609077453613
actor,harp_esep,9,0.7280701994895935,0.3634868562221527,0.36907893419265747,0.8321223855018616,1.5039092302322388,1.5188114643096924,65,23.142842054367065,geom_gcn,actor,9,True,7600,26659,0.21673731197719345,"{'low': [0.3594127595424652, 0.35555872321128845, 0.2850285470485687], 'high': [0.5432103872299194, 0.45678961277008057]}",0.3586549460887909,0.06780211627483368,0.31244322657585144,0.3586576581001282,0.39139658212661743,0.03326069191098213,0.04158850014209747,0.9936991930007935,64.0,0.7428596615791321,0.3768845498561859
