dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_split_id,meta_make_undirected,meta_num_nodes,meta_num_edges,meta_edge_homophily,filter_weights
texas,harp_high,8,1.0,0.7966101765632629,0.7837837934494019,0.003417516825720668,0.6305122971534729,1.0628851652145386,22,1.4635577201843262,geom_gcn,texas,8,True,183,279,0.06093189964157706,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.3451753258705139, 0.29818400740623474, 0.35664066672325134]}"
texas,harp_no_signal,8,1.0,0.9491525292396545,0.8108108043670654,0.0004268443735782057,0.3173162043094635,0.5199238657951355,128,4.554388999938965,geom_gcn,texas,8,True,183,279,0.06093189964157706,"{'low': [0.30725887417793274, 0.25348228216171265, 0.2213815599679947, 0.21787728369235992], 'high': [0.503194272518158, 0.24824973940849304, 0.248555988073349]}"
texas,mixhop,9,1.0,0.8305084705352783,0.8108108043670654,0.000423963472712785,0.877233624458313,0.7693864703178406,30,0.9845619201660156,geom_gcn,texas,9,True,183,279,0.06093189964157706,
texas,harp,9,1.0,0.8644067645072937,0.8918918967247009,0.0009899829747155309,0.6304507851600647,0.33679676055908203,58,2.884326934814453,geom_gcn,texas,9,True,183,279,0.06093189964157706,"{'low': [0.3207002282142639, 0.2534077763557434, 0.2137894183397293, 0.21210257709026337], 'high': [0.4939671754837036, 0.2590923607349396, 0.2469405084848404]}"
texas,harp_low,9,1.0,0.7288135886192322,0.7837837934494019,0.0013537142658606172,1.2628138065338135,1.1317479610443115,88,2.770836114883423,geom_gcn,texas,9,True,183,279,0.06093189964157706,"{'low': [0.5533384680747986, 0.1523144394159317, 0.14304670691490173, 0.15130040049552917], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
texas,harp_high,9,0.9885057210922241,0.7966101765632629,0.7837837934494019,0.0749245434999466,0.6808022260665894,0.5635712742805481,7,1.1920654773712158,geom_gcn,texas,9,True,183,279,0.06093189964157706,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.32260578870773315, 0.3274390399456024, 0.34995514154434204]}"
texas,harp_no_signal,9,1.0,0.8644067645072937,0.9189189076423645,0.000915160751901567,0.4787994623184204,0.3598780632019043,46,2.654005289077759,geom_gcn,texas,9,True,183,279,0.06093189964157706,"{'low': [0.321880578994751, 0.2535354197025299, 0.21235540509223938, 0.21222861111164093], 'high': [0.4755305051803589, 0.26760563254356384, 0.25686392188072205]}"
wisconsin,mixhop,0,1.0,0.8999999761581421,0.8039215803146362,0.0010005671065300703,0.41595619916915894,1.3263559341430664,66,1.78495454788208,geom_gcn,wisconsin,0,True,251,450,0.17777777777777778,
wisconsin,harp,0,1.0,0.887499988079071,0.8235294222831726,0.00037714882637374103,0.6157723069190979,1.039914846420288,87,4.881245374679565,geom_gcn,wisconsin,0,True,251,450,0.17777777777777778,"{'low': [0.30036789178848267, 0.22120359539985657, 0.24336174130439758, 0.23506684601306915], 'high': [0.4791017472743988, 0.2635258436203003, 0.2573724687099457]}"
wisconsin,harp_low,0,1.0,0.7749999761581421,0.686274528503418,0.00034600155777297914,0.9539351463317871,2.056757688522339,243,6.58533501625061,geom_gcn,wisconsin,0,True,251,450,0.17777777777777778,"{'low': [0.522267758846283, 0.15263816714286804, 0.16216525435447693, 0.1629287600517273], 'high': [0.3333333432674408, 0.3333333432674408, 0.3333333432674408]}"
wisconsin,harp_high,0,1.0,0.7749999761581421,0.8039215803146362,0.00040588510455563664,1.5578826665878296,1.4166654348373413,49,2.8760251998901367,geom_gcn,wisconsin,0,True,251,450,0.17777777777777778,"{'low': [0.25, 0.25, 0.25, 0.25], 'high': [0.3761240839958191, 0.2986401617527008, 0.3252358138561249]}"
