best_epoch,dataset,elapsed_sec,meta_dataset_type,meta_edge_homophily,meta_make_undirected,meta_num_edges,meta_num_nodes,meta_source,meta_split_id,model,seed,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
229,amazon-ratings,46.69186091423035,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,3,gcn,3,0.4223420023918152,1.3269799947738647,0.4416135847568512,1.3022854328155518,0.4270782172679901,1.3244951963424685
243,amazon-ratings,43.893264293670654,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,4,gcn,4,0.425608366727829,1.3164012432098389,0.4482280015945434,1.2976715564727783,0.4311611950397491,1.322490096092224
243,amazon-ratings,48.4223427772522,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,5,gcn,5,0.4306712448596954,1.3192930221557615,0.4391638040542602,1.2968897819519043,0.4337742924690246,1.3266373872756958
247,amazon-ratings,49.62931537628174,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,6,gcn,6,0.4259350001811981,1.3245142698287964,0.4468397796154022,1.2964470386505127,0.4367140233516693,1.3194502592086792
151,amazon-ratings,36.91950011253357,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,7,gcn,7,0.4192389249801636,1.3309533596038818,0.4356524646282196,1.3084553480148315,0.4296913146972656,1.3285647630691528
224,amazon-ratings,46.812705278396606,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,8,gcn,8,0.4303446114063263,1.3217827081680298,0.4450432658195495,1.2918367385864258,0.4345908761024475,1.3221455812454224
237,amazon-ratings,46.093995332717896,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,9,gcn,9,0.4309978783130646,1.3230551481246948,0.4487179517745971,1.2939115762710571,0.4277315139770508,1.3184884786605835
126,amazon-ratings,55.68554043769837,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,0,gprgnn,0,0.4376939535140991,1.3111716508865356,0.4557406604290008,1.2768173217773438,0.4341009259223938,1.316636085510254
233,amazon-ratings,66.5091941356659,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,1,gprgnn,1,0.4435734152793884,1.2989375591278076,0.4780336320400238,1.251075267791748,0.4411236345767975,1.307833194732666
249,amazon-ratings,74.08242416381836,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,2,gprgnn,2,0.4476563632488251,1.304360032081604,0.4731340706348419,1.249081015586853,0.4492895603179931,1.293044924736023
246,amazon-ratings,72.07163429260254,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,3,gprgnn,3,0.44014373421669,1.298555850982666,0.4693777561187744,1.250458598136902,0.4465131461620331,1.2973114252090454
158,amazon-ratings,65.87606358528137,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,4,gprgnn,4,0.4455332458019256,1.300633668899536,0.4675812423229217,1.2695354223251345,0.4445533156394958,1.3074078559875488
249,amazon-ratings,90.41009855270386,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,5,gprgnn,5,0.443736732006073,1.2952457666397097,0.4699493646621704,1.2495965957641602,0.4455332458019256,1.3072441816329956
240,amazon-ratings,75.03950643539429,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,6,gprgnn,6,0.4414502680301666,1.2972147464752195,0.4833414852619171,1.23307204246521,0.4519026577472687,1.2883747816085815
246,amazon-ratings,67.72081732749939,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,7,gprgnn,7,0.4440633654594421,1.301622748374939,0.479421854019165,1.246142864227295,0.4468397796154022,1.3035318851470947
219,amazon-ratings,75.45351004600525,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,8,gprgnn,8,0.4465131461620331,1.2949882745742798,0.4777886569499969,1.2332618236541748,0.4445533156394958,1.296777367591858
242,amazon-ratings,71.36957335472107,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,9,gprgnn,9,0.441286951303482,1.300341248512268,0.4745222926139831,1.2503769397735596,0.441286951303482,1.3019099235534668
196,amazon-ratings,115.18345522880554,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,0,h2gcn,0,0.4473297297954559,1.269035816192627,0.4750122427940368,1.2056149244308472,0.438510537147522,1.2820067405700684
229,amazon-ratings,128.92137384414673,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,1,h2gcn,1,0.4483096599578857,1.2634185552597046,0.5004082918167114,1.190168380737305,0.4550057053565979,1.2671657800674438
214,amazon-ratings,121.7596526145935,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,2,h2gcn,2,0.4491262435913086,1.270588994026184,0.4902825355529785,1.1970123052597046,0.454189121723175,1.2649290561676023
236,amazon-ratings,130.14344930648804,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,3,h2gcn,3,0.4376939535140991,1.2674869298934937,0.4991834163665771,1.192107319831848,0.4463498294353485,1.2661371231079102
245,amazon-ratings,126.384352684021,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,4,h2gcn,4,0.4536991715431213,1.2641379833221436,0.4909358024597168,1.1935298442840576,0.4617017805576324,1.2593988180160522
235,amazon-ratings,130.84240078926086,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,5,h2gcn,5,0.4499428272247314,1.2647589445114136,0.4838314652442932,1.195940017700195,0.4494528770446777,1.2730247974395752
240,amazon-ratings,129.2897961139679,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,6,h2gcn,6,0.4429201483726501,1.275171995162964,0.494202196598053,1.2020666599273682,0.4543524384498596,1.2668204307556152
240,amazon-ratings,84.80246877670288,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,7,h2gcn,7,0.4455332458019256,1.2843992710113523,0.487669438123703,1.2176275253295898,0.443736732006073,1.2893093824386597
231,amazon-ratings,132.57273936271667,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,8,h2gcn,8,0.4494528770446777,1.2773826122283936,0.5006532669067383,1.1877676248550415,0.4465131461620331,1.277883529663086
233,amazon-ratings,133.66675424575806,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,9,h2gcn,9,0.4442266821861267,1.2704689502716064,0.4935488998889923,1.1998475790023804,0.4461865127086639,1.2750043869018557
230,amazon-ratings,207.59130191802976,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,0,harp,0,0.4536991715431213,1.35321307182312,0.6801404356956482,0.8231441974639893,0.455332338809967,1.368999481201172
192,amazon-ratings,118.47828269004822,heterophilous_graphs,0.3803761418592155,True,93050,24492,amazon_ratings,1,harp,1,0.4417769014835357,1.364380955696106,0.6252654194831848,0.9216066598892212,0.4639882445335388,1.3496891260147097
