dataset,model,seed,train_acc,val_acc,test_acc,train_loss,val_loss,test_loss,best_epoch,elapsed_sec,meta_dataset_type,meta_source,meta_num_nodes,meta_num_edges,meta_edge_homophily
pubmed,gcn_default,0,0.3333333432674408,0.3880000114440918,0.4129999876022339,1.105279564857483,1.091261386871338,1.087436556816101,15,17.966140270233154,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_bias,0,0.3333333432674408,0.3880000114440918,0.4129999876022339,1.1078373193740845,1.1005510091781616,1.0970486402511597,5,17.968977689743042,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_lowwd,0,0.3333333432674408,0.3880000114440918,0.4129999876022339,1.105581283569336,1.0909873247146606,1.0872021913528442,14,18.200427293777466,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_drop0_lowwd,0,0.3333333432674408,0.39399999380111694,0.414000004529953,1.0986368656158447,1.0983279943466187,1.0982441902160645,1,11.960925579071045,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,gcn_hidden16,0,0.3333333432674408,0.3919999897480011,0.41600000858306885,1.0987048149108887,1.09843111038208,1.0983774662017822,1,10.735872030258179,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,appnp_lowlr,0,0.550000011920929,0.414000004529953,0.36800000071525574,1.095874547958374,1.106788158416748,1.1067689657211304,4,28.976054191589355,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,appnp_lowlr_lowwd,0,0.5833333134651184,0.46399998664855957,0.43700000643730164,1.0956273078918457,1.1065943241119385,1.1065925359725952,4,28.83269190788269,planetoid,pubmed,19717,44324,0.8023869686851367
pubmed,appnp_alpha02,0,0.4833333194255829,0.4659999907016754,0.46299999952316284,1.0962289571762085,1.1067160367965698,1.1065752506256104,4,29.126465559005737,planetoid,pubmed,19717,44324,0.8023869686851367
